ATLAS_ID,dayN,DET_mag_median,DET_N_total,NON_mag_median,NON_N_total,max_mag,max_mag_day,Nnondet_std,Nnondet_mean,magdet_std,DET_Nsince_min5d,NON_Nsince_min5d,log10_std_ra_min5d,log10_std_dec_min5d,DET_mag_median_min5d,ra,dec,rb_pix,z,photoz,ebv_sfd,log10_sep_arcsec,CV
1190129220833247300,4,19.417,4.0,19.42,20.0,19.018,0.0,0.7071067811865476,0.5,0.125582642112675,3,17,-3.1425418759855304,-4.937530631596572,19.018,285.37108,-83.54646,0.987557,,,0.19392651,,False
1190129220833247300,8,,,18.76,26.0,19.018,0.0,0.7071067811865476,0.5,0.125582642112675,3,17,-3.1425418759855304,-4.937530631596572,19.018,285.37108,-83.54646,0.987557,,,0.19392651,,False
1145028421224824900,7,,,16.46,4.0,19.9145,-2.0,0.5163977794943222,0.3333333333333333,0.1363897601239419,6,3,-3.7494247065721815,-3.639232083879218,20.01,222.61859,22.80662,0.999517,0.333735,0.370412,0.033052422,0.4258130651874969,False
1145028421224824900,8,,,19.270000000000003,8.0,19.9145,-2.0,0.5163977794943222,0.3333333333333333,0.1363897601239419,6,3,-3.7494247065721815,-3.639232083879218,20.01,222.61859,22.80662,0.999517,0.333735,0.370412,0.033052422,0.4258130651874969,False
1145028421224824900,9,,,19.235,12.0,19.9145,-2.0,0.5163977794943222,0.3333333333333333,0.1363897601239419,6,3,-3.7494247065721815,-3.639232083879218,20.01,222.61859,22.80662,0.999517,0.333735,0.370412,0.033052422,0.4258130651874969,False
1145028421224824900,12,,,18.675,20.0,19.9145,-2.0,0.5163977794943222,0.3333333333333333,0.1363897601239419,6,3,-3.7494247065721815,-3.639232083879218,20.01,222.61859,22.80662,0.999517,0.333735,0.370412,0.033052422,0.4258130651874969,False
1145028421224824900,13,,,18.57,24.0,19.9145,-2.0,0.5163977794943222,0.3333333333333333,0.1363897601239419,6,3,-3.7494247065721815,-3.639232083879218,20.01,222.61859,22.80662,0.999517,0.333735,0.370412,0.033052422,0.4258130651874969,False
1194609011160645700,3,,,19.105,28.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,4,,,19.08,40.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,5,,,19.095,48.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,6,,,18.93,52.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,7,,,18.9,56.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,8,,,19.01,60.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,9,,,19.08,64.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,10,,,19.005,68.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,11,,,18.83,72.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,12,,,19.13,80.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1194609011160645700,13,,,16.875,82.0,18.622,0.0,2.1213203435596424,1.5,0.1951443909860939,3,28,-3.8297779426421767,-3.625003086065476,18.622,296.53755,16.11303,0.255061,,,0.38873187,,False
1033654761052536900,4,18.76,5.0,19.04,3.0,18.76,4.0,4.261881786680195,2.8181818181818183,0.5792483059966599,3,1,-4.095781972872386,-3.5704308513531973,18.784,54.22826,5.42685,0.389839,,,0.2517605,0.7226837812620046,False
